Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
native,ijk,32,32,32,1,0,8.7522e-06,7.48795
native,ijk,64,64,64,1,0,9.904e-05,5.2937
native,ijk,96,96,96,1,0,0.000509046,3.47605
native,ijk,128,128,128,1,0,0.00118662,3.53467
native,blocked_register_blocked,32,32,32,1,0,3.62259e-06,18.0909
native,blocked_register_blocked,64,64,64,1,0,2.76172e-05,18.9841
native,blocked_register_blocked,96,96,96,1,0,9.18262e-05,19.2698
native,blocked_register_blocked,128,128,128,1,0,0.000211102,19.8686
native,mippv2_skylake_register_blocked,32,32,32,1,0,8.1191e-07,80.7183
native,mippv2_skylake_register_blocked,64,64,64,1,0,6.51961e-06,80.417
native,mippv2_skylake_register_blocked,96,96,96,1,0,2.18103e-05,81.13
native,mippv2_skylake_register_blocked,128,128,128,1,0,5.17435e-05,81.0595
native,mippv2_skylake_lmul_register_blocked,32,32,32,1,0,1.09716e-06,59.7325
native,mippv2_skylake_lmul_register_blocked,64,64,64,1,0,1.0282e-05,50.991
native,mippv2_skylake_lmul_register_blocked,96,96,96,1,0,3.5164e-05,50.3206
native,mippv2_skylake_lmul_register_blocked,128,128,128,1,0,8.42649e-05,49.7752
native,mippv2_skylake_lmul2_register_blocked,32,32,32,1,0,8.89948e-07,73.6403
native,mippv2_skylake_lmul2_register_blocked,64,64,64,1,0,7.47508e-06,70.1381
native,mippv2_skylake_lmul2_register_blocked,96,96,96,1,0,2.49132e-05,71.0255
native,mippv2_skylake_lmul2_register_blocked,128,128,128,1,0,5.88527e-05,71.2678
native,mippv2_skylake_lmul4_register_blocked,32,32,32,1,0,8.38713e-07,78.1388
native,mippv2_skylake_lmul4_register_blocked,64,64,64,1,0,6.70476e-06,78.1964
native,mippv2_skylake_lmul4_register_blocked,96,96,96,1,0,2.27075e-05,77.9247
native,mippv2_skylake_lmul4_register_blocked,128,128,128,1,0,5.30901e-05,79.0035
native,mippv2_skylake_panel,32,32,32,1,0,8.48883e-07,77.2026
native,mippv2_skylake_panel,64,64,64,1,0,6.87816e-06,76.225
native,mippv2_skylake_panel,96,96,96,1,0,2.2359e-05,79.1392
native,mippv2_skylake_panel,128,128,128,1,0,5.27274e-05,79.547
native,mippv2_skylake_panel_lmul,32,32,32,1,0,7.96869e-07,82.2419
