Build,Kernel,M,N,K,Time_s,GFLOPS,PaddingA
scalar,ijk,32,32,32,3.90463e-05,1.67842
scalar,ijk,64,64,64,0.0003342,1.56878
scalar,ijk,128,128,128,0.0118758,0.353181
scalar,ijk,256,256,256,0.11634,0.288418
scalar,ijk,512,512,512,1.29525,0.207246
scalar,ikj,32,32,32,2.296e-05,2.85436
scalar,ikj,64,64,64,0.000181286,2.89205
scalar,ikj,128,128,128,0.00145141,2.88981
scalar,ikj,256,256,256,0.0115446,2.90651
scalar,ikj,512,512,512,0.0930381,2.88522
scalar,blocked,32,32,32,2.37734e-05,2.75669
scalar,blocked,64,64,64,0.000183773,2.85292
scalar,blocked,128,128,128,0.00157126,2.66939
scalar,blocked,256,256,256,0.0178225,1.8827
scalar,blocked,512,512,512,0.130819,2.05196
scalar,blocked_register_blocked,32,32,32,1.19607e-05,5.47928
scalar,blocked_register_blocked,64,64,64,9.3501e-05,5.6073
scalar,blocked_register_blocked,128,128,128,0.0017792,2.35741
scalar,blocked_register_blocked,256,256,256,0.0181668,1.84702
scalar,blocked_register_blocked,512,512,512,0.164832,1.62854
rvv,ijk,32,32,32,3.90354e-05,1.67889
rvv,ijk,64,64,64,0.000334174,1.56891
rvv,ijk,128,128,128,0.0118692,0.353376
rvv,ijk,256,256,256,0.117253,0.286171
rvv,ijk,512,512,512,1.29499,0.207288
rvv,ikj,32,32,32,2.29562e-05,2.85483
rvv,ikj,64,64,64,0.000181481,2.88894
rvv,ikj,128,128,128,0.00145115,2.89034
rvv,ikj,256,256,256,0.011575,2.89886
rvv,ikj,512,512,512,0.0929091,2.88923
rvv,blocked,32,32,32,2.38517e-05,2.74765
rvv,blocked,64,64,64,0.000183688,2.85423
rvv,blocked,128,128,128,0.00156369,2.6823
rvv,blocked,256,256,256,0.0178735,1.87733
rvv,blocked,512,512,512,0.130064,2.06387
rvv,blocked_register_blocked,32,32,32,1.19575e-05,5.48075
rvv,blocked_register_blocked,64,64,64,9.3432e-05,5.61144
rvv,blocked_register_blocked,128,128,128,0.00173933,2.41145
rvv,blocked_register_blocked,256,256,256,0.0180387,1.86013
rvv,blocked_register_blocked,512,512,512,0.164798,1.62887
rvv,mippv2,32,32,32,2.33341e-05,2.80859
rvv,mippv2,64,64,64,0.000182175,2.87793
rvv,mippv2,128,128,128,0.00326649,1.28404
rvv,mippv2,256,256,256,0.029603,1.13348
rvv,mippv2,512,512,512,0.324249,0.827867
rvv,mippv2_lmul2,32,32,32,1.25414e-05,5.22556
rvv,mippv2_lmul2,64,64,64,0.000100333,5.22548
rvv,mippv2_lmul2,128,128,128,0.00223402,1.87747
rvv,mippv2_lmul2,256,256,256,0.0194601,1.72427
rvv,mippv2_lmul2,512,512,512,0.185902,1.44396
rvv,mippv2_lmul4,32,32,32,8.30466e-06,7.89147
rvv,mippv2_lmul4,64,64,64,6.45352e-05,8.12407
rvv,mippv2_lmul4,128,128,128,0.00183644,2.28393
rvv,mippv2_lmul4,256,256,256,0.0153013,2.19291
rvv,mippv2_lmul4,512,512,512,0.136099,1.97235
rvv,mippv2_lmul8,32,32,32,8.74915e-06,7.49056
rvv,mippv2_lmul8,64,64,64,6.86756e-05,7.63426
rvv,mippv2_lmul8,128,128,128,0.00180341,2.32577
rvv,mippv2_lmul8,256,256,256,0.0160279,2.09351
rvv,mippv2_lmul8,512,512,512,0.105608,2.54181
rvv,mippv2_blocked,32,32,32,2.02514e-05,3.23612
rvv,mippv2_blocked,64,64,64,0.000162667,3.22308
rvv,mippv2_blocked,128,128,128,0.00157501,2.66304
rvv,mippv2_blocked,256,256,256,0.0311706,1.07648
rvv,mippv2_blocked,512,512,512,0.340156,0.789154
rvv,mippv2_blocked_lmul2,32,32,32,1.03297e-05,6.3444
rvv,mippv2_blocked_lmul2,64,64,64,8.66161e-05,6.05301
rvv,mippv2_blocked_lmul2,128,128,128,0.00117164,3.57985
rvv,mippv2_blocked_lmul2,256,256,256,0.0194068,1.729
rvv,mippv2_blocked_lmul2,512,512,512,0.191548,1.4014
rvv,mippv2_blocked_lmul4,32,32,32,8.65152e-06,7.57508
rvv,mippv2_blocked_lmul4,64,64,64,7.26145e-05,7.22015
rvv,mippv2_blocked_lmul4,128,128,128,0.000954321,4.39507
rvv,mippv2_blocked_lmul4,256,256,256,0.0150317,2.23225
rvv,mippv2_blocked_lmul4,512,512,512,0.144184,1.86176
rvv,mippv2_blocked_unroll2,32,32,32,2.34485e-05,2.79489
rvv,mippv2_blocked_unroll2,64,64,64,0.000184117,2.84758
rvv,mippv2_blocked_unroll2,128,128,128,0.00151363,2.77102
rvv,mippv2_blocked_unroll2,256,256,256,0.0618246,0.542736
rvv,mippv2_blocked_unroll2,512,512,512,0.329832,0.813855
rvv,mippv2_blocked_unroll_jam4,32,32,32,9.34148e-06,7.01559
rvv,mippv2_blocked_unroll_jam4,64,64,64,7.33484e-05,7.14791
rvv,mippv2_blocked_unroll_jam4,128,128,128,0.000852427,4.92042
rvv,mippv2_blocked_unroll_jam4,256,256,256,0.0140261,2.39228
rvv,mippv2_blocked_unroll_jam4,512,512,512,0.132578,2.02473
rvv,mippv2_register_blocked,32,32,32,7.74521e-06,8.46148
rvv,mippv2_register_blocked,64,64,64,6.18464e-05,8.47726
rvv,mippv2_register_blocked,128,128,128,0.000650696,6.44587
rvv,mippv2_register_blocked,256,256,256,0.00676877,4.95724
rvv,mippv2_register_blocked,512,512,512,0.0732601,3.66414
rvv,mippv2_lmul_register_blocked,32,32,32,1.34868e-05,4.85928
rvv,mippv2_lmul_register_blocked,64,64,64,0.000107331,4.88477
rvv,mippv2_lmul_register_blocked,128,128,128,0.00180224,2.32727
rvv,mippv2_lmul_register_blocked,256,256,256,0.0139936,2.39784
rvv,mippv2_lmul_register_blocked,512,512,512,0.188295,1.42561
rvv,mippv2_lmul2_register_blocked,32,32,32,9.48545e-06,6.90911
rvv,mippv2_lmul2_register_blocked,64,64,64,7.69732e-05,6.81131
rvv,mippv2_lmul2_register_blocked,128,128,128,0.00116303,3.60634
rvv,mippv2_lmul2_register_blocked,256,256,256,0.0101181,3.31627
rvv,mippv2_lmul2_register_blocked,512,512,512,0.0964172,2.7841
rvv,mippv2_lmul4_register_blocked,32,32,32,8.62888e-06,7.59496
rvv,mippv2_lmul4_register_blocked,64,64,64,6.86144e-05,7.64108
rvv,mippv2_lmul4_register_blocked,128,128,128,0.000909067,4.61386
rvv,mippv2_lmul4_register_blocked,256,256,256,0.00774368,4.33314
rvv,mippv2_lmul4_register_blocked,512,512,512,0.0698471,3.84319
rvv,mippv2_panel,32,32,32,7.99583e-06,8.19627
rvv,mippv2_panel,64,64,64,6.23515e-05,8.40859
rvv,mippv2_panel,128,128,128,0.000981578,4.27302
rvv,mippv2_panel,256,256,256,0.00966179,3.4729
rvv,mippv2_panel,512,512,512,0.113576,2.36348
rvv,mippv2_panel_lmul,32,32,32,1.34902e-05,4.85804
rvv,mippv2_panel_lmul,64,64,64,0.00010625,4.93447
rvv,mippv2_panel_lmul,128,128,128,0.00130579,3.21208
rvv,mippv2_panel_lmul,256,256,256,0.0122818,2.73205
rvv,mippv2_panel_lmul,512,512,512,0.185478,1.44726
rvv,mippv2_panel_lmul2,32,32,32,1.0618e-05,6.17214
rvv,mippv2_panel_lmul2,64,64,64,8.38158e-05,6.25524
rvv,mippv2_panel_lmul2,128,128,128,0.000929878,4.51059
rvv,mippv2_panel_lmul2,256,256,256,0.00828078,4.05208
rvv,mippv2_panel_lmul2,512,512,512,0.104156,2.57725
rvv,mippv2_panel_lmul4,32,32,32,1.00606e-05,6.51411
rvv,mippv2_panel_lmul4,64,64,64,7.93363e-05,6.60843
rvv,mippv2_panel_lmul4,128,128,128,0.000650177,6.45101
rvv,mippv2_panel_lmul4,256,256,256,0.00561972,5.97084
rvv,mippv2_panel_lmul4,512,512,512,0.0716618,3.74587
rvv,mippv2_dot,32,32,32,1.09414e-05,5.98971
rvv,mippv2_dot,64,64,64,6.53562e-05,8.02201
rvv,mippv2_dot,128,128,128,0.000533945,7.85531
rvv,mippv2_dot,256,256,256,0.00380324,8.82259
rvv,mippv2_dot,512,512,512,0.0261352,10.271
rvv,mippv2_x100_lmul1,32,32,32,1.94822e-05,3.36388
rvv,mippv2_x100_lmul1,64,64,64,0.00015184,3.4529
rvv,mippv2_x100_lmul1,128,128,128,0.00323592,1.29617
rvv,mippv2_x100_lmul1,256,256,256,0.0302717,1.10844
rvv,mippv2_x100_lmul1,512,512,512,0.323904,0.828751
rvv,mippv2_x100_lmul2,32,32,32,9.68907e-06,6.76391
rvv,mippv2_x100_lmul2,64,64,64,7.67954e-05,6.82708
rvv,mippv2_x100_lmul2,128,128,128,0.00240089,1.74698
rvv,mippv2_x100_lmul2,256,256,256,0.0195345,1.7177
rvv,mippv2_x100_lmul2,512,512,512,0.185919,1.44383
rvv,mippv2_x100_lmul4,32,32,32,6.26217e-06,10.4654
rvv,mippv2_x100_lmul4,64,64,64,4.9021e-05,10.6952
rvv,mippv2_x100_lmul4,128,128,128,0.00183856,2.2813
rvv,mippv2_x100_lmul4,256,256,256,0.0154078,2.17775
rvv,mippv2_x100_lmul4,512,512,512,0.136058,1.97294
rvv,mippv2_x100_lmul8,32,32,32,7.36929e-06,8.89312
rvv,mippv2_x100_lmul8,64,64,64,5.74817e-05,9.12096
rvv,mippv2_x100_lmul8,128,128,128,0.00168809,2.48464
rvv,mippv2_x100_lmul8,256,256,256,0.0160815,2.08653
rvv,mippv2_x100_lmul8,512,512,512,0.107103,2.50634
rvv,mippv2_x100_register_blocked_lmul1,32,32,32,5.58216e-06,11.7403
rvv,mippv2_x100_register_blocked_lmul1,64,64,64,4.31165e-05,12.1598
rvv,mippv2_x100_register_blocked_lmul1,128,128,128,0.000488884,8.57935
rvv,mippv2_x100_register_blocked_lmul1,256,256,256,0.00386641,8.67845
rvv,mippv2_x100_register_blocked_lmul1,512,512,512,0.0495554,5.41688
rvv,mippv2_x100_register_blocked_lmul2,32,32,32,4.22239e-06,15.5211
rvv,mippv2_x100_register_blocked_lmul2,64,64,64,3.24233e-05,16.1701
rvv,mippv2_x100_register_blocked_lmul2,128,128,128,0.000428638,9.78519
rvv,mippv2_x100_register_blocked_lmul2,256,256,256,0.00388905,8.62793
rvv,mippv2_x100_register_blocked_lmul2,512,512,512,0.0492276,5.45295
rvv,mippv2_x100_register_blocked_lmul4,32,32,32,4.66439e-06,14.0503
