Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
rvv,ijk,32,32,32,1,0,3.50745e-05,1.86848
rvv,ijk,64,64,64,1,0,0.000228176,2.29774
rvv,ijk,96,96,96,1,0,0.00567292,0.311915
rvv,ijk,128,128,128,1,0,0.0128957,0.325249
rvv,blocked_register_blocked,32,32,32,1,0,1.26847e-05,5.16654
rvv,blocked_register_blocked,64,64,64,1,0,9.90164e-05,5.29496
rvv,blocked_register_blocked,96,96,96,1,0,0.000895669,1.97559
rvv,blocked_register_blocked,128,128,128,1,0,0.00180305,2.32623
rvv,mippv2_skylake_register_blocked,32,32,32,1,0,1.04569e-05,6.26722
rvv,mippv2_skylake_register_blocked,64,64,64,1,0,8.23216e-05,6.36878
rvv,mippv2_skylake_register_blocked,96,96,96,1,0,0.000332829,5.31645
rvv,mippv2_skylake_register_blocked,128,128,128,1,0,0.000762244,5.50257
rvv,mippv2_skylake_lmul_register_blocked,32,32,32,1,0,1.28378e-05,5.10494
rvv,mippv2_skylake_lmul_register_blocked,64,64,64,1,0,0.000102301,5.12496
rvv,mippv2_skylake_lmul_register_blocked,96,96,96,1,0,0.000720944,2.45438
rvv,mippv2_skylake_lmul_register_blocked,128,128,128,1,0,0.00171179,2.45025
rvv,mippv2_skylake_lmul2_register_blocked,32,32,32,1,0,9.9054e-06,6.61619
rvv,mippv2_skylake_lmul2_register_blocked,64,64,64,1,0,7.82332e-05,6.7016
rvv,mippv2_skylake_lmul2_register_blocked,96,96,96,1,0,0.000465913,3.79786
rvv,mippv2_skylake_lmul2_register_blocked,128,128,128,1,0,0.00110834,3.78432
rvv,mippv2_skylake_lmul4_register_blocked,32,32,32,1,0,1.05932e-05,6.18658
rvv,mippv2_skylake_lmul4_register_blocked,64,64,64,1,0,8.157e-05,6.42746
rvv,mippv2_skylake_lmul4_register_blocked,96,96,96,1,0,0.000387786,4.56301
rvv,mippv2_skylake_lmul4_register_blocked,128,128,128,1,0,0.000925018,4.5343
rvv,mippv2_skylake_panel,32,32,32,1,0,1.09501e-05,5.98496
rvv,mippv2_skylake_panel,64,64,64,1,0,8.64701e-05,6.06323
rvv,mippv2_skylake_panel,96,96,96,1,0,0.000456504,3.87614
rvv,mippv2_skylake_panel,128,128,128,1,0,0.00112286,3.73539
rvv,mippv2_skylake_panel_lmul,32,32,32,1,0,1.20216e-05,5.45154
rvv,mippv2_skylake_panel_lmul,64,64,64,1,0,9.4981e-05,5.51993
rvv,mippv2_skylake_panel_lmul,96,96,96,1,0,0.000630342,2.80716
rvv,mippv2_skylake_panel_lmul,128,128,128,1,0,0.00151897,2.76128
rvv,mippv2_skylake_panel_lmul2,32,32,32,1,0,1.06841e-05,6.134
rvv,mippv2_skylake_panel_lmul2,64,64,64,1,0,8.44031e-05,6.21171
rvv,mippv2_skylake_panel_lmul2,96,96,96,1,0,0.000445812,3.9691
rvv,mippv2_skylake_panel_lmul2,128,128,128,1,0,0.00107964,3.88492
rvv,mippv2_skylake_panel_lmul4,32,32,32,1,0,1.11806e-05,5.86159
