Build,Kernel,M,N,K,Alpha,Beta,Time_s,GFLOPS
native,ijk,32,32,32,1,0,6.94761e-06,9.43289
native,ijk,64,64,64,1,0,4.44948e-05,11.7831
native,ijk,96,96,96,1,0,0.000473575,3.73641
native,ijk,128,128,128,1,0,0.00141806,2.95779
native,blocked_register_blocked,32,32,32,1,0,1.71614e-06,38.188
native,blocked_register_blocked,64,64,64,1,0,1.31716e-05,39.8045
native,blocked_register_blocked,96,96,96,1,0,7.46262e-05,23.7111
native,blocked_register_blocked,128,128,128,1,0,0.000180787,23.2002
native,mippv2_skylake_register_blocked,32,32,32,1,0,1.03306e-06,63.4387
native,mippv2_skylake_register_blocked,64,64,64,1,0,9.27748e-06,56.5119
native,mippv2_skylake_register_blocked,96,96,96,1,0,2.787e-05,63.4902
native,mippv2_skylake_register_blocked,128,128,128,1,0,6.58682e-05,63.6772
native,mippv2_skylake_lmul_register_blocked,32,32,32,1,0,1.2568e-06,52.1453
native,mippv2_skylake_lmul_register_blocked,64,64,64,1,0,1.12632e-05,46.5488
native,mippv2_skylake_lmul_register_blocked,96,96,96,1,0,3.71821e-05,47.5893
native,mippv2_skylake_lmul_register_blocked,128,128,128,1,0,9.10015e-05,46.0905
native,mippv2_skylake_lmul2_register_blocked,32,32,32,1,0,1.1136e-06,58.8506
native,mippv2_skylake_lmul2_register_blocked,64,64,64,1,0,9.24996e-06,56.68
native,mippv2_skylake_lmul2_register_blocked,96,96,96,1,0,2.79307e-05,63.3521
native,mippv2_skylake_lmul2_register_blocked,128,128,128,1,0,6.65554e-05,63.0198
native,mippv2_skylake_lmul4_register_blocked,32,32,32,1,0,1.03568e-06,63.2784
native,mippv2_skylake_lmul4_register_blocked,64,64,64,1,0,8.67124e-06,60.4629
native,mippv2_skylake_lmul4_register_blocked,96,96,96,1,0,2.54242e-05,69.5979
native,mippv2_skylake_lmul4_register_blocked,128,128,128,1,0,6.00194e-05,69.8825
native,mippv2_skylake_panel,32,32,32,1,0,1.12497e-06,58.2558
native,mippv2_skylake_panel,64,64,64,1,0,9.37013e-06,55.9531
native,mippv2_skylake_panel,96,96,96,1,0,2.8327e-05,62.466
native,mippv2_skylake_panel,128,128,128,1,0,6.65688e-05,63.007
native,mippv2_skylake_panel_lmul,32,32,32,1,0,9.94111e-07,65.9242
native,mippv2_skylake_panel_lmul,64,64,64,1,0,8.36862e-06,62.6493
native,mippv2_skylake_panel_lmul,96,96,96,1,0,2.62304e-05,67.4589
native,mippv2_skylake_panel_lmul,128,128,128,1,0,6.17918e-05,67.878
native,mippv2_skylake_panel_lmul2,32,32,32,1,0,1.08811e-06,60.2294
native,mippv2_skylake_panel_lmul2,64,64,64,1,0,9.51837e-06,55.0817
native,mippv2_skylake_panel_lmul2,96,96,96,1,0,2.85062e-05,62.0733
native,mippv2_skylake_panel_lmul2,128,128,128,1,0,6.71552e-05,62.4569
native,mippv2_skylake_panel_lmul4,32,32,32,1,0,1.0523e-06,62.2789
native,mippv2_skylake_panel_lmul4,64,64,64,1,0,8.73635e-06,60.0123
native,mippv2_skylake_panel_lmul4,96,96,96,1,0,2.58425e-05,68.4715
native,mippv2_skylake_panel_lmul4,128,128,128,1,0,6.05005e-05,69.3268
native,mippv2_meteorlake_mr4_nr3,32,32,32,1,0,9.27903e-07,70.6281
native,mippv2_meteorlake_mr4_nr3,64,64,64,1,0,7.73873e-06,67.7486
native,mippv2_meteorlake_mr4_nr3,96,96,96,1,0,2.21503e-05,79.8847
native,mippv2_meteorlake_mr4_nr3,128,128,128,1,0,5.26884e-05,79.6058
native,mippv2_a76_mr6_nr3,32,32,32,1,0,9.26408e-07,70.7421
native,mippv2_a76_mr6_nr3,64,64,64,1,0,7.79699e-06,67.2424
native,mippv2_a76_mr6_nr3,96,96,96,1,0,2.20867e-05,80.1147
native,mippv2_a76_mr6_nr3,128,128,128,1,0,5.25705e-05,79.7844
native,mippv2_firestorm_mr4_nr4,32,32,32,1,0,9.22614e-07,71.0329
native,mippv2_firestorm_mr4_nr4,64,64,64,1,0,7.82487e-06,67.0028
native,mippv2_firestorm_mr4_nr4,96,96,96,1,0,2.2088e-05,80.1103
native,mippv2_firestorm_mr4_nr4,128,128,128,1,0,5.2484e-05,79.9159
native,mippv2_firestorm_mr4_nr4_fmaddi,32,32,32,1,0,8.14765e-07,80.4355
native,mippv2_firestorm_mr4_nr4_fmaddi,64,64,64,1,0,7.72955e-06,67.8291
native,mippv2_firestorm_mr4_nr4_fmaddi,96,96,96,1,0,2.21093e-05,80.0331
native,mippv2_firestorm_mr4_nr4_fmaddi,128,128,128,1,0,5.24531e-05,79.963
native,mippv2_firestorm_mr6_nr4,32,32,32,1,0,9.22381e-07,71.0509
native,mippv2_firestorm_mr6_nr4,64,64,64,1,0,7.83174e-06,66.944
native,mippv2_firestorm_mr6_nr4,96,96,96,1,0,2.21367e-05,79.9337
native,mippv2_firestorm_mr6_nr4,128,128,128,1,0,5.23905e-05,80.0585
native,mippv2_firestorm_mr6_nr4_fmaddi,32,32,32,1,0,9.13757e-07,71.7215
native,mippv2_firestorm_mr6_nr4_fmaddi,64,64,64,1,0,7.72272e-06,67.889
