Build,Kernel,M,N,K,Time_s,GFLOPS,PaddingA
scalar,ijk,32,32,32,3.91695e-05,1.67314
scalar,ijk,64,64,64,0.00033418,1.56888
scalar,ijk,128,128,128,0.0118889,0.352792
scalar,ijk,256,256,256,0.116003,0.289254
scalar,ijk,512,512,512,1.29669,0.207015
scalar,ikj,32,32,32,2.29687e-05,2.85327
scalar,ikj,64,64,64,0.000181373,2.89065
scalar,ikj,128,128,128,0.00145092,2.89079
scalar,ikj,256,256,256,0.011542,2.90716
scalar,ikj,512,512,512,0.0931296,2.88239
scalar,blocked,32,32,32,2.38552e-05,2.74725
scalar,blocked,64,64,64,0.000184439,2.84261
scalar,blocked,128,128,128,0.00155814,2.69186
scalar,blocked,256,256,256,0.0178486,1.87994
scalar,blocked,512,512,512,0.130056,2.06399
scalar,blocked_register_blocked,32,32,32,1.20229e-05,5.45093
scalar,blocked_register_blocked,64,64,64,9.34078e-05,5.61289
scalar,blocked_register_blocked,128,128,128,0.00179263,2.33974
scalar,blocked_register_blocked,256,256,256,0.0185656,1.80735
scalar,blocked_register_blocked,512,512,512,0.165108,1.62581
rvv,ijk,32,32,32,3.90434e-05,1.67854
rvv,ijk,64,64,64,0.000334513,1.56732
rvv,ijk,128,128,128,0.0118747,0.353215
rvv,ijk,256,256,256,0.118365,0.283483
rvv,ijk,512,512,512,1.30422,0.205821
rvv,ikj,32,32,32,2.29591e-05,2.85446
rvv,ikj,64,64,64,0.000181296,2.89188
rvv,ikj,128,128,128,0.00145159,2.88945
rvv,ikj,256,256,256,0.0115381,2.90813
rvv,ikj,512,512,512,0.0928695,2.89046
rvv,blocked,32,32,32,2.38562e-05,2.74712
rvv,blocked,64,64,64,0.000183724,2.85368
rvv,blocked,128,128,128,0.00155183,2.70281
rvv,blocked,256,256,256,0.0177502,1.89037
rvv,blocked,512,512,512,0.129654,2.0704
rvv,blocked_register_blocked,32,32,32,1.19581e-05,5.48046
rvv,blocked_register_blocked,64,64,64,9.34456e-05,5.61062
rvv,blocked_register_blocked,128,128,128,0.00177347,2.36503
rvv,blocked_register_blocked,256,256,256,0.0180492,1.85905
rvv,blocked_register_blocked,512,512,512,0.164604,1.6308
rvv,mippv2,32,32,32,2.33327e-05,2.80877
rvv,mippv2,64,64,64,0.000182189,2.87772
rvv,mippv2,128,128,128,0.00329062,1.27463
rvv,mippv2,256,256,256,0.0297504,1.12787
rvv,mippv2,512,512,512,0.482584,0.556246
rvv,mippv2_lmul2,32,32,32,1.25454e-05,5.2239
rvv,mippv2_lmul2,64,64,64,0.000100345,5.22486
rvv,mippv2_lmul2,128,128,128,0.0022513,1.86306
rvv,mippv2_lmul2,256,256,256,0.0196246,1.70981
rvv,mippv2_lmul2,512,512,512,0.237793,1.12886
rvv,mippv2_lmul4,32,32,32,8.25585e-06,7.93813
rvv,mippv2_lmul4,64,64,64,6.4512e-05,8.12698
rvv,mippv2_lmul4,128,128,128,0.00183653,2.28382
rvv,mippv2_lmul4,256,256,256,0.0153065,2.19217
rvv,mippv2_lmul4,512,512,512,0.136484,1.96679
rvv,mippv2_lmul8,32,32,32,8.76689e-06,7.4754
rvv,mippv2_lmul8,64,64,64,6.87311e-05,7.62811
rvv,mippv2_lmul8,128,128,128,0.00169266,2.47794
rvv,mippv2_lmul8,256,256,256,0.0163594,2.05108
rvv,mippv2_lmul8,512,512,512,0.106313,2.52495
rvv,mippv2_blocked,32,32,32,2.02471e-05,3.23681
rvv,mippv2_blocked,64,64,64,0.00016392,3.19843
rvv,mippv2_blocked,128,128,128,0.00158833,2.6407
rvv,mippv2_blocked,256,256,256,0.0310391,1.08104
rvv,mippv2_blocked,512,512,512,0.340126,0.789224
rvv,mippv2_blocked_lmul2,32,32,32,1.02771e-05,6.37687
rvv,mippv2_blocked_lmul2,64,64,64,8.65619e-05,6.0568
rvv,mippv2_blocked_lmul2,128,128,128,0.00109891,3.81677
rvv,mippv2_blocked_lmul2,256,256,256,0.0191649,1.75082
rvv,mippv2_blocked_lmul2,512,512,512,0.19098,1.40557
rvv,mippv2_blocked_lmul4,32,32,32,9.24534e-06,7.08855
rvv,mippv2_blocked_lmul4,64,64,64,7.24232e-05,7.23922
rvv,mippv2_blocked_lmul4,128,128,128,0.00094437,4.44138
rvv,mippv2_blocked_lmul4,256,256,256,0.0149489,2.24462
rvv,mippv2_blocked_lmul4,512,512,512,0.38223,0.702288
rvv,mippv2_blocked_unroll2,32,32,32,2.34501e-05,2.79471
rvv,mippv2_blocked_unroll2,64,64,64,0.000184054,2.84855
rvv,mippv2_blocked_unroll2,128,128,128,0.00153816,2.72684
rvv,mippv2_blocked_unroll2,256,256,256,0.0297933,1.12624
rvv,mippv2_blocked_unroll2,512,512,512,0.329126,0.815602
rvv,mippv2_blocked_unroll_jam4,32,32,32,9.36298e-06,6.99948
rvv,mippv2_blocked_unroll_jam4,64,64,64,7.32199e-05,7.16046
rvv,mippv2_blocked_unroll_jam4,128,128,128,0.000912829,4.59484
rvv,mippv2_blocked_unroll_jam4,256,256,256,0.0139478,2.40572
rvv,mippv2_blocked_unroll_jam4,512,512,512,0.133451,2.01149
rvv,mippv2_register_blocked,32,32,32,7.74266e-06,8.46427
rvv,mippv2_register_blocked,64,64,64,6.18387e-05,8.47831
rvv,mippv2_register_blocked,128,128,128,0.000651259,6.4403
rvv,mippv2_register_blocked,256,256,256,0.00663778,5.05507
rvv,mippv2_register_blocked,512,512,512,0.0510379,5.25954
rvv,mippv2_lmul_register_blocked,32,32,32,1.34835e-05,4.86047
